,district,cell,household_head,find_hh,consent1,children_in_hh,hhmembers,name_hh_member,relation_to_hh_head,gender_hh_member,age_hh_member
315,district A,cell_2,kwadwo,1,1.0,1.0,5.0,kendra,3.0,1.0,3.0
316,district A,cell_2,laurissa,1,1.0,1.0,4.0,laurissa,1.0,1.0,34.0
317,district A,cell_2,laurissa,1,1.0,1.0,4.0,tamsin,3.0,1.0,9.0
318,district A,cell_2,laurissa,1,1.0,1.0,4.0,wynter,3.0,1.0,6.0
319,district A,cell_2,laurissa,1,1.0,1.0,4.0,kimberly,3.0,1.0,0.0
320,district A,cell_1,pauline,1,1.0,1.0,4.0,thorley,13.0,0.0,12.0
321,district A,cell_1,pauline,1,1.0,1.0,4.0,pauline,1.0,1.0,75.0
322,district A,cell_1,pauline,1,1.0,1.0,4.0,aude,5.0,1.0,35.0
323,district A,cell_1,pauline,1,1.0,1.0,4.0,bernardine,13.0,1.0,2.0
324,district A,cell_1,uri,1,1.0,1.0,9.0,uri,1.0,0.0,46.0
325,district A,cell_1,uri,1,1.0,1.0,9.0,andy,3.0,0.0,19.0
326,district A,cell_1,uri,1,1.0,1.0,9.0,christophe,3.0,0.0,15.0
327,district A,cell_1,uri,1,1.0,1.0,9.0,gillian,2.0,1.0,47.0
328,district A,cell_1,uri,1,1.0,1.0,9.0,michelyne,13.0,1.0,23.0
329,district A,cell_1,uri,1,1.0,1.0,9.0,carlene,3.0,1.0,21.0
330,district A,cell_1,uri,1,1.0,1.0,9.0,emely,3.0,1.0,13.0
331,district A,cell_1,uri,1,1.0,1.0,9.0,jacklyn,3.0,1.0,3.0
332,district A,cell_1,uri,1,1.0,1.0,9.0,kaleigh,5.0,1.0,0.0
333,district A,cell_1,yolanda,1,1.0,1.0,3.0,darwin,3.0,0.0,14.0
334,district A,cell_1,yolanda,1,1.0,1.0,3.0,enos,3.0,0.0,2.0
335,district A,cell_1,yolanda,1,1.0,1.0,3.0,yolanda,1.0,1.0,44.0
336,district A,cell_2,ephraim,1,1.0,1.0,4.0,ephraim,1.0,0.0,26.0
337,district A,cell_2,ephraim,1,1.0,1.0,4.0,kweku,3.0,0.0,1.0
338,district A,cell_2,ephraim,1,1.0,1.0,4.0,honey,2.0,1.0,24.0
339,district A,cell_2,ephraim,1,1.0,1.0,4.0,tanesha,3.0,1.0,3.0
340,district A,cell_3,tetty,1,1.0,1.0,6.0,peregrine,2.0,0.0,35.0
341,district A,cell_3,tetty,1,1.0,1.0,6.0,rich,3.0,0.0,18.0
342,district A,cell_3,tetty,1,1.0,1.0,6.0,roderick,3.0,0.0,0.0
343,district A,cell_3,tetty,1,1.0,1.0,6.0,tetty,1.0,1.0,79.0
344,district A,cell_3,tetty,1,1.0,1.0,6.0,eulalie,3.0,1.0,9.0
345,district A,cell_3,tetty,1,1.0,1.0,6.0,elouise,3.0,1.0,8.0
346,district A,cell_2,serge,1,1.0,1.0,5.0,serge,1.0,0.0,34.0
347,district A,cell_2,serge,1,1.0,1.0,5.0,fifi,2.0,1.0,31.0
348,district A,cell_2,serge,1,1.0,1.0,5.0,missie,3.0,1.0,7.0
349,district A,cell_2,serge,1,1.0,1.0,5.0,hulda (2),3.0,1.0,5.0
350,district A,cell_2,serge,1,1.0,1.0,5.0,nomusa,3.0,1.0,0.0
351,district A,cell_1,madlyn,1,1.0,1.0,7.0,shaw,3.0,0.0,18.0
352,district A,cell_1,madlyn,1,1.0,1.0,7.0,walter,3.0,0.0,10.0
353,district A,cell_1,madlyn,1,1.0,1.0,7.0,yaw,3.0,0.0,7.0
354,district A,cell_1,madlyn,1,1.0,1.0,7.0,madlyn,1.0,1.0,39.0
355,district A,cell_1,madlyn,1,1.0,1.0,7.0,eug_nie,3.0,1.0,16.0
356,district A,cell_1,madlyn,1,1.0,1.0,7.0,susie,3.0,1.0,14.0
357,district A,cell_1,madlyn,1,1.0,1.0,7.0,darlene,3.0,1.0,2.0
358,district A,cell_2,mellony,1,1.0,1.0,4.0,_variste,2.0,0.0,28.0
359,district A,cell_2,mellony,1,1.0,1.0,4.0,mellony,1.0,1.0,28.0
360,district A,cell_2,mellony,1,1.0,1.0,4.0,elisheba,3.0,1.0,8.0
361,district A,cell_2,mellony,1,1.0,1.0,4.0,lise,3.0,1.0,1.0
362,district A,cell_1,finnegan,1,1.0,1.0,7.0,finnegan,1.0,0.0,46.0
363,district A,cell_1,finnegan,1,1.0,1.0,7.0,gr_goire,3.0,0.0,13.0
364,district A,cell_1,finnegan,1,1.0,1.0,7.0,habacuc,3.0,0.0,9.0
365,district A,cell_1,finnegan,1,1.0,1.0,7.0,kofi,3.0,0.0,4.0
366,district A,cell_1,finnegan,1,1.0,1.0,7.0,loic,3.0,0.0,1.0
367,district A,cell_1,finnegan,1,1.0,1.0,7.0,oneida,2.0,1.0,41.0
368,district A,cell_1,finnegan,1,1.0,1.0,7.0,lakeisha,3.0,1.0,4.0
369,district A,cell_2,lewin,1,1.0,1.0,6.0,lewin,1.0,0.0,38.0
370,district A,cell_2,lewin,1,1.0,1.0,6.0,mayson,3.0,0.0,18.0
371,district A,cell_2,lewin,1,1.0,1.0,6.0,micajah,3.0,0.0,12.0
372,district A,cell_2,lewin,1,1.0,1.0,6.0,avalon,2.0,1.0,40.0
373,district A,cell_2,lewin,1,1.0,1.0,6.0,mabel,3.0,1.0,14.0
374,district A,cell_2,lewin,1,1.0,1.0,6.0,saranna,3.0,1.0,3.0
375,district A,cell_3,alyson,1,1.0,1.0,3.0,ralphie,3.0,0.0,5.0
376,district A,cell_3,alyson,1,1.0,1.0,3.0,ricky,3.0,0.0,4.0
377,district A,cell_3,alyson,1,1.0,1.0,3.0,alyson,1.0,1.0,28.0
378,district A,cell_3,warner,1,1.0,1.0,5.0,warner,1.0,0.0,33.0
379,district A,cell_3,warner,1,1.0,1.0,5.0,algar,3.0,0.0,3.0
380,district A,cell_3,warner,1,1.0,1.0,5.0,ina,2.0,1.0,24.0
381,district A,cell_3,warner,1,1.0,1.0,5.0,alisia,3.0,1.0,5.0
382,district A,cell_3,warner,1,1.0,1.0,5.0,flo,3.0,1.0,0.0
383,district A,cell_2,keziah,1,1.0,1.0,5.0,barret,3.0,0.0,7.0
384,district A,cell_2,keziah,1,1.0,1.0,5.0,cain,3.0,0.0,1.0
385,district A,cell_2,keziah,1,1.0,1.0,5.0,keziah,1.0,1.0,38.0
386,district A,cell_2,keziah,1,1.0,1.0,5.0,jacinthe,3.0,1.0,15.0
387,district A,cell_2,keziah,1,1.0,1.0,5.0,robina,3.0,1.0,12.0
388,district A,cell_1,harold,1,1.0,1.0,4.0,harold,1.0,0.0,69.0
389,district A,cell_1,harold,1,1.0,1.0,4.0,jamison,5.0,0.0,1.0
390,district A,cell_1,harold,1,1.0,1.0,4.0,bonnie,2.0,1.0,61.0
391,district A,cell_1,harold,1,1.0,1.0,4.0,pauletta,3.0,1.0,19.0
392,district A,cell_3,joe,1,1.0,1.0,5.0,joe,1.0,0.0,30.0
393,district A,cell_3,joe,1,1.0,1.0,5.0,menahem,2.0,0.0,33.0
394,district A,cell_3,joe,1,1.0,1.0,5.0,chyna,3.0,1.0,7.0
395,district A,cell_3,joe,1,1.0,1.0,5.0,dortha,3.0,1.0,7.0
396,district A,cell_3,joe,1,1.0,1.0,5.0,trina,3.0,1.0,0.0
397,district A,cell_3,montgomery,1,1.0,1.0,7.0,montgomery,1.0,0.0,41.0
398,district A,cell_3,montgomery,1,1.0,1.0,7.0,moses,11.0,0.0,42.0
399,district A,cell_3,montgomery,1,1.0,1.0,7.0,olufemi,3.0,0.0,11.0
400,district A,cell_3,montgomery,1,1.0,1.0,7.0,piers,3.0,0.0,3.0
401,district A,cell_3,montgomery,1,1.0,1.0,7.0,p_n_lope,2.0,1.0,34.0
402,district A,cell_3,montgomery,1,1.0,1.0,7.0,aida,3.0,1.0,7.0
403,district A,cell_3,montgomery,1,1.0,1.0,7.0,honour,3.0,1.0,0.0
404,district A,cell_2,lexie,1,1.0,1.0,3.0,lexie,1.0,1.0,88.0
405,district A,cell_2,lexie,1,1.0,1.0,3.0,alberta,5.0,1.0,18.0
406,district A,cell_2,lexie,1,1.0,1.0,3.0,florette,13.0,1.0,2.0
407,district A,cell_3,darren,1,1.0,1.0,4.0,darren,1.0,0.0,39.0
408,district A,cell_3,darren,1,1.0,1.0,4.0,eliphelet,3.0,0.0,4.0
409,district A,cell_3,darren,1,1.0,1.0,4.0,cassandra,2.0,1.0,28.0
410,district A,cell_3,darren,1,1.0,1.0,4.0,tiffani,3.0,1.0,8.0
411,district A,cell_1,zipporah,1,1.0,1.0,5.0,forest,3.0,0.0,15.0
412,district A,cell_1,zipporah,1,1.0,1.0,5.0,jelani,3.0,0.0,9.0
413,district A,cell_1,zipporah,1,1.0,1.0,5.0,zipporah,1.0,1.0,36.0
414,district A,cell_1,zipporah,1,1.0,1.0,5.0,gaynor,3.0,1.0,12.0
415,district A,cell_1,zipporah,1,1.0,1.0,5.0,jamie (2),3.0,1.0,1.0
416,district A,cell_1,vicky,1,1.0,1.0,3.0,vicky,1.0,1.0,63.0
417,district A,cell_1,vicky,1,1.0,1.0,3.0,tsholofelo,3.0,1.0,22.0
418,district A,cell_1,vicky,1,1.0,1.0,3.0,lallie,5.0,1.0,0.0
419,district A,cell_2,sequoia,1,1.0,1.0,4.0,lynton,3.0,0.0,9.0
420,district A,cell_2,sequoia,1,1.0,1.0,4.0,marion (2),3.0,0.0,5.0
421,district A,cell_2,sequoia,1,1.0,1.0,4.0,sequoia,1.0,1.0,34.0
422,district A,cell_2,sequoia,1,1.0,1.0,4.0,sierra,3.0,1.0,0.0
423,district A,cell_2,marlowe,1,1.0,1.0,4.0,marlowe,1.0,0.0,28.0
424,district A,cell_2,marlowe,1,1.0,1.0,4.0,nivek,6.0,0.0,9.0
425,district A,cell_2,marlowe,1,1.0,1.0,4.0,shamgar,3.0,0.0,1.0
426,district A,cell_2,marlowe,1,1.0,1.0,4.0,amarante,2.0,1.0,28.0
427,district A,cell_3,mable,1,1.0,1.0,6.0,tad,3.0,0.0,16.0
428,district A,cell_3,mable,1,1.0,1.0,6.0,am_d_e,3.0,0.0,3.0
429,district A,cell_3,mable,1,1.0,1.0,6.0,mable,1.0,1.0,43.0
430,district A,cell_3,mable,1,1.0,1.0,6.0,pamela,3.0,1.0,14.0
431,district A,cell_3,mable,1,1.0,1.0,6.0,adamina,3.0,1.0,12.0
432,district A,cell_3,mable,1,1.0,1.0,6.0,christabella,3.0,1.0,6.0
433,district A,cell_1,ariella,1,1.0,1.0,5.0,ariella,1.0,1.0,40.0
434,district A,cell_1,ariella,1,1.0,1.0,5.0,karissa,3.0,1.0,13.0
435,district A,cell_1,ariella,1,1.0,1.0,5.0,patricia,3.0,1.0,6.0
436,district A,cell_1,ariella,1,1.0,1.0,5.0,aurore,3.0,1.0,3.0
437,district A,cell_1,ariella,1,1.0,1.0,5.0,fancy,3.0,1.0,1.0
438,district A,cell_2,phebe,1,1.0,1.0,5.0,goodwin,3.0,0.0,11.0
439,district A,cell_2,phebe,1,1.0,1.0,5.0,imamu,3.0,0.0,5.0
440,district A,cell_2,phebe,1,1.0,1.0,5.0,phebe,1.0,1.0,30.0
441,district A,cell_2,phebe,1,1.0,1.0,5.0,susannah,3.0,1.0,8.0
442,district A,cell_2,phebe,1,1.0,1.0,5.0,kolour,3.0,1.0,3.0
443,district A,cell_3,alvah,1,1.0,1.0,5.0,alvah,1.0,0.0,60.0
444,district A,cell_3,alvah,1,1.0,1.0,5.0,amadi (2),3.0,0.0,5.0
445,district A,cell_3,alvah,1,1.0,1.0,5.0,brandon,3.0,0.0,2.0
446,district A,cell_3,alvah,1,1.0,1.0,5.0,davida,2.0,1.0,37.0
447,district A,cell_3,alvah,1,1.0,1.0,5.0,ibbie,3.0,1.0,7.0
448,district A,cell_3,danny,1,1.0,1.0,4.0,danny,1.0,0.0,50.0
449,district A,cell_3,danny,1,1.0,1.0,4.0,audie,2.0,1.0,33.0
450,district A,cell_3,danny,1,1.0,1.0,4.0,bernadette,3.0,1.0,4.0
451,district A,cell_3,danny,1,1.0,1.0,4.0,lizette,3.0,1.0,2.0
452,district A,cell_1,leah,1,1.0,1.0,5.0,henri,2.0,0.0,60.0
453,district A,cell_1,leah,1,1.0,1.0,5.0,jude,3.0,0.0,5.0
454,district A,cell_1,leah,1,1.0,1.0,5.0,kenan,3.0,0.0,0.0
455,district A,cell_1,leah,1,1.0,1.0,5.0,leah,1.0,1.0,40.0
456,district A,cell_1,leah,1,1.0,1.0,5.0,samara,3.0,1.0,0.0
457,district A,cell_2,ozzie,1,1.0,1.0,6.0,ozzie,1.0,0.0,34.0
458,district A,cell_2,ozzie,1,1.0,1.0,6.0,richard,3.0,0.0,1.0
459,district A,cell_2,ozzie,1,1.0,1.0,6.0,cordula,2.0,1.0,35.0
460,district A,cell_2,ozzie,1,1.0,1.0,6.0,josette,3.0,1.0,7.0
461,district A,cell_2,ozzie,1,1.0,1.0,6.0,ralphina,3.0,1.0,5.0
462,district A,cell_2,ozzie,1,1.0,1.0,6.0,kaylin,3.0,1.0,4.0
463,district A,cell_1,sid,1,1.0,1.0,6.0,sid,1.0,0.0,39.0
464,district A,cell_1,sid,1,1.0,1.0,6.0,sinclair,3.0,0.0,11.0
465,district A,cell_1,sid,1,1.0,1.0,6.0,tylor,3.0,0.0,5.0
466,district A,cell_1,sid,1,1.0,1.0,6.0,arline,2.0,1.0,32.0
467,district A,cell_1,sid,1,1.0,1.0,6.0,emmeline,3.0,1.0,7.0
468,district A,cell_1,sid,1,1.0,1.0,6.0,cheri,3.0,1.0,0.0
469,district A,cell_2,pia,1,1.0,1.0,6.0,arden,5.0,0.0,9.0
470,district A,cell_2,pia,1,1.0,1.0,6.0,brand,5.0,0.0,5.0
471,district A,cell_2,pia,1,1.0,1.0,6.0,edgard,5.0,0.0,2.0
472,district A,cell_2,pia,1,1.0,1.0,6.0,pia,1.0,1.0,67.0
473,district A,cell_2,pia,1,1.0,1.0,6.0,tricia,3.0,1.0,27.0
474,district A,cell_2,pia,1,1.0,1.0,6.0,annmarie,3.0,1.0,22.0
475,district A,cell_1,garfield,1,1.0,1.0,5.0,garfield,1.0,0.0,30.0
476,district A,cell_1,garfield,1,1.0,1.0,5.0,innocent,13.0,0.0,24.0
477,district A,cell_1,garfield,1,1.0,1.0,5.0,jeffrey,3.0,0.0,1.0
478,district A,cell_1,garfield,1,1.0,1.0,5.0,katherina,2.0,1.0,27.0
479,district A,cell_1,garfield,1,1.0,1.0,5.0,janice,3.0,1.0,5.0
480,district A,cell_1,darell,1,1.0,1.0,4.0,darell,1.0,0.0,52.0
481,district A,cell_1,darell,1,1.0,1.0,4.0,donnie,3.0,0.0,5.0
482,district A,cell_1,darell,1,1.0,1.0,4.0,_mile,3.0,0.0,1.0
483,district A,cell_1,darell,1,1.0,1.0,4.0,sylvana,2.0,1.0,40.0
484,district A,cell_3,emmet,1,1.0,1.0,6.0,emmet,1.0,0.0,58.0
485,district A,cell_3,emmet,1,1.0,1.0,6.0,eugene,3.0,0.0,27.0
486,district A,cell_3,emmet,1,1.0,1.0,6.0,gorden,3.0,0.0,20.0
487,district A,cell_3,emmet,1,1.0,1.0,6.0,isador,5.0,0.0,1.0
488,district A,cell_3,emmet,1,1.0,1.0,6.0,jayne,3.0,1.0,23.0
489,district A,cell_3,emmet,1,1.0,1.0,6.0,wenda,3.0,1.0,16.0
490,district A,cell_3,jay (1),1,1.0,1.0,8.0,jay (1),1.0,0.0,55.0
491,district A,cell_3,jay (1),1,1.0,1.0,8.0,leroi,3.0,0.0,10.0
492,district A,cell_3,jay (1),1,1.0,1.0,8.0,quincey,3.0,0.0,9.0
493,district A,cell_3,jay (1),1,1.0,1.0,8.0,zimri,3.0,0.0,5.0
494,district A,cell_3,jay (1),1,1.0,1.0,8.0,abram,3.0,0.0,2.0
495,district A,cell_3,jay (1),1,1.0,1.0,8.0,lynsey,2.0,1.0,39.0
496,district A,cell_3,jay (1),1,1.0,1.0,8.0,lyssa,3.0,1.0,12.0
497,district A,cell_3,jay (1),1,1.0,1.0,8.0,ninon,3.0,1.0,10.0
498,district A,cell_3,saffron,1,1.0,1.0,6.0,george,3.0,0.0,19.0
499,district A,cell_3,saffron,1,1.0,1.0,6.0,justyn,3.0,0.0,14.0
500,district A,cell_3,saffron,1,1.0,1.0,6.0,norman,3.0,0.0,7.0
501,district A,cell_3,saffron,1,1.0,1.0,6.0,saffron,1.0,1.0,42.0
502,district A,cell_3,saffron,1,1.0,1.0,6.0,trix,3.0,1.0,10.0
503,district A,cell_3,saffron,1,1.0,1.0,6.0,khloe,3.0,1.0,3.0
504,district A,cell_1,r_gis,1,1.0,1.0,8.0,r_gis,1.0,0.0,41.0
505,district A,cell_1,r_gis,1,1.0,1.0,8.0,ronny,3.0,0.0,15.0
506,district A,cell_1,r_gis,1,1.0,1.0,8.0,scott,3.0,0.0,11.0
507,district A,cell_1,r_gis,1,1.0,1.0,8.0,adonijah,3.0,0.0,7.0
508,district A,cell_1,r_gis,1,1.0,1.0,8.0,persis,2.0,1.0,48.0
509,district A,cell_1,r_gis,1,1.0,1.0,8.0,yolonda,3.0,1.0,21.0
510,district A,cell_1,r_gis,1,1.0,1.0,8.0,randa,3.0,1.0,18.0
511,district A,cell_1,r_gis,1,1.0,1.0,8.0,grace,5.0,1.0,1.0
512,district A,cell_3,wynonna,1,1.0,1.0,4.0,channing,3.0,0.0,10.0
513,district A,cell_3,wynonna,1,1.0,1.0,4.0,constant,3.0,0.0,1.0
514,district A,cell_3,wynonna,1,1.0,1.0,4.0,wynonna,1.0,1.0,26.0
515,district A,cell_3,wynonna,1,1.0,1.0,4.0,timotha,3.0,1.0,4.0
516,district A,cell_3,brenden,1,1.0,1.0,5.0,brenden,1.0,0.0,46.0
517,district A,cell_3,brenden,1,1.0,1.0,5.0,davy,3.0,0.0,9.0
518,district A,cell_3,brenden,1,1.0,1.0,5.0,isidora,2.0,1.0,42.0
519,district A,cell_3,brenden,1,1.0,1.0,5.0,jessye,3.0,1.0,11.0
520,district A,cell_3,brenden,1,1.0,1.0,5.0,zowie,3.0,1.0,2.0
521,district A,cell_3,derren,1,1.0,1.0,3.0,derren,1.0,0.0,33.0
522,district A,cell_3,derren,1,1.0,1.0,3.0,erick,3.0,0.0,4.0
523,district A,cell_3,derren,1,1.0,1.0,3.0,chryssa,2.0,1.0,25.0
524,district A,cell_2,fox,1,1.0,1.0,5.0,fox,1.0,0.0,51.0
525,district A,cell_2,fox,1,1.0,1.0,5.0,frederick,3.0,0.0,1.0
526,district A,cell_2,fox,1,1.0,1.0,5.0,anna,2.0,1.0,36.0
527,district A,cell_2,fox,1,1.0,1.0,5.0,rolande,3.0,1.0,8.0
528,district A,cell_2,fox,1,1.0,1.0,5.0,f_licie,3.0,1.0,5.0
529,district A,cell_3,luvinia,1,1.0,1.0,3.0,luvinia,1.0,1.0,37.0
530,district A,cell_3,luvinia,1,1.0,1.0,3.0,ad�le,3.0,1.0,7.0
531,district A,cell_3,luvinia,1,1.0,1.0,3.0,renita,3.0,1.0,3.0
532,district A,cell_3,millard,1,1.0,1.0,8.0,millard,1.0,0.0,46.0
533,district A,cell_3,millard,1,1.0,1.0,8.0,osbourne,3.0,0.0,14.0
534,district A,cell_3,millard,1,1.0,1.0,8.0,quinton,3.0,0.0,13.0
535,district A,cell_3,millard,1,1.0,1.0,8.0,rickey,3.0,0.0,10.0
536,district A,cell_3,millard,1,1.0,1.0,8.0,roderic,3.0,0.0,5.0
537,district A,cell_3,millard,1,1.0,1.0,8.0,patty,2.0,1.0,43.0
538,district A,cell_3,millard,1,1.0,1.0,8.0,michal (2),3.0,1.0,20.0
539,district A,cell_3,millard,1,1.0,1.0,8.0,angelia,3.0,1.0,3.0
540,district A,cell_2,hagar,1,1.0,1.0,2.0,hagar,1.0,1.0,68.0
541,district A,cell_2,hagar,1,1.0,1.0,2.0,elspet,13.0,1.0,3.0
542,district A,cell_3,marge,1,1.0,1.0,9.0,barak,3.0,0.0,30.0
543,district A,cell_3,marge,1,1.0,1.0,9.0,blake,3.0,0.0,26.0
544,district A,cell_3,marge,1,1.0,1.0,9.0,darrell,3.0,0.0,24.0
545,district A,cell_3,marge,1,1.0,1.0,9.0,g_rald,4.0,0.0,12.0
546,district A,cell_3,marge,1,1.0,1.0,9.0,giles,5.0,0.0,3.0
547,district A,cell_3,marge,1,1.0,1.0,9.0,marge,1.0,1.0,65.0
548,district A,cell_3,marge,1,1.0,1.0,9.0,alanna,3.0,1.0,32.0
549,district A,cell_3,marge,1,1.0,1.0,9.0,alexandria,3.0,1.0,28.0
550,district A,cell_3,marge,1,1.0,1.0,9.0,jennie,5.0,1.0,7.0
551,district A,cell_1,nigella,1,1.0,1.0,4.0,celestine,7.0,0.0,73.0
552,district A,cell_1,nigella,1,1.0,1.0,4.0,colby,3.0,0.0,12.0
553,district A,cell_1,nigella,1,1.0,1.0,4.0,nigella,1.0,1.0,40.0
554,district A,cell_1,nigella,1,1.0,1.0,4.0,carlie,3.0,1.0,1.0
555,district A,cell_2,breanne,1,1.0,1.0,4.0,durward,5.0,0.0,0.0
556,district A,cell_2,breanne,1,1.0,1.0,4.0,breanne,1.0,1.0,57.0
557,district A,cell_2,breanne,1,1.0,1.0,4.0,iolanthe,3.0,1.0,32.0
558,district A,cell_2,breanne,1,1.0,1.0,4.0,tiphanie,3.0,1.0,27.0
559,district A,cell_2,eglantine,1,1.0,1.0,7.0,mordecai,2.0,0.0,43.0
560,district A,cell_2,eglantine,1,1.0,1.0,7.0,obed,3.0,0.0,16.0
561,district A,cell_2,eglantine,1,1.0,1.0,7.0,raleigh,3.0,0.0,13.0
562,district A,cell_2,eglantine,1,1.0,1.0,7.0,renaud,3.0,0.0,5.0
563,district A,cell_2,eglantine,1,1.0,1.0,7.0,tristin,3.0,0.0,2.0
564,district A,cell_2,eglantine,1,1.0,1.0,7.0,eglantine,1.0,1.0,36.0
565,district A,cell_2,eglantine,1,1.0,1.0,7.0,katy,3.0,1.0,10.0
566,district A,cell_2,nicolette,1,1.0,1.0,3.0,nicolette,1.0,1.0,55.0
567,district A,cell_2,nicolette,1,1.0,1.0,3.0,jenelle,13.0,1.0,9.0
568,district A,cell_2,nicolette,1,1.0,1.0,3.0,shania,5.0,1.0,3.0
569,district A,cell_2,celeste,1,1.0,1.0,3.0,lonnie,3.0,0.0,7.0
570,district A,cell_2,celeste,1,1.0,1.0,3.0,melvin,3.0,0.0,3.0
571,district A,cell_2,celeste,1,1.0,1.0,3.0,celeste,1.0,1.0,32.0
572,district A,cell_1,chalice,1,1.0,1.0,5.0,warren,5.0,0.0,1.0
573,district A,cell_1,chalice,1,1.0,1.0,5.0,chalice,1.0,1.0,67.0
574,district A,cell_1,chalice,1,1.0,1.0,5.0,roselyn,3.0,1.0,28.0
575,district A,cell_1,chalice,1,1.0,1.0,5.0,brooklyn,5.0,1.0,13.0
576,district A,cell_1,chalice,1,1.0,1.0,5.0,abbey,5.0,1.0,8.0
577,district A,cell_2,amelia,1,1.0,1.0,6.0,abel,8.0,0.0,24.0
578,district A,cell_2,amelia,1,1.0,1.0,6.0,babajide,8.0,0.0,17.0
579,district A,cell_2,amelia,1,1.0,1.0,6.0,brendon,8.0,0.0,11.0
580,district A,cell_2,amelia,1,1.0,1.0,6.0,damion,13.0,0.0,3.0
581,district A,cell_2,amelia,1,1.0,1.0,6.0,amelia,1.0,1.0,28.0
582,district A,cell_2,amelia,1,1.0,1.0,6.0,carita,8.0,1.0,27.0
583,district A,cell_3,gratien,1,1.0,1.0,4.0,gratien,1.0,0.0,55.0
584,district A,cell_3,gratien,1,1.0,1.0,4.0,gregg,5.0,0.0,0.0
585,district A,cell_3,gratien,1,1.0,1.0,4.0,china,7.0,1.0,22.0
586,district A,cell_3,gratien,1,1.0,1.0,4.0,ginnie,7.0,1.0,15.0
587,district A,cell_3,hamilton,1,1.0,1.0,6.0,hamilton,1.0,0.0,32.0
588,district A,cell_3,hamilton,1,1.0,1.0,6.0,harvey,3.0,0.0,3.0
589,district A,cell_3,hamilton,1,1.0,1.0,6.0,bettina (1),2.0,1.0,30.0
590,district A,cell_3,hamilton,1,1.0,1.0,6.0,alesha,3.0,1.0,12.0
591,district A,cell_3,hamilton,1,1.0,1.0,6.0,mandi,3.0,1.0,11.0
592,district A,cell_3,hamilton,1,1.0,1.0,6.0,emmaline,3.0,1.0,8.0
593,district A,cell_1,aquila,1,1.0,1.0,4.0,aquila,1.0,0.0,29.0
594,district A,cell_1,aquila,1,1.0,1.0,4.0,alvena,2.0,1.0,25.0
595,district A,cell_1,aquila,1,1.0,1.0,4.0,_milie,3.0,1.0,3.0
596,district A,cell_1,aquila,1,1.0,1.0,4.0,daisy,3.0,1.0,1.0
597,district A,cell_3,loraine,1,1.0,1.0,5.0,kolby,3.0,0.0,12.0
598,district A,cell_3,loraine,1,1.0,1.0,5.0,kynaston,3.0,0.0,10.0
599,district A,cell_3,loraine,1,1.0,1.0,5.0,nahor,3.0,0.0,5.0
600,district A,cell_3,loraine,1,1.0,1.0,5.0,omri,3.0,0.0,2.0
601,district A,cell_3,loraine,1,1.0,1.0,5.0,loraine,1.0,1.0,33.0
602,district A,cell_1,derby,1,1.0,1.0,6.0,derby,1.0,0.0,49.0
603,district A,cell_1,derby,1,1.0,1.0,6.0,ebenezer,3.0,0.0,11.0
604,district A,cell_1,derby,1,1.0,1.0,6.0,keegan,3.0,0.0,11.0
605,district A,cell_1,derby,1,1.0,1.0,6.0,lincoln,3.0,0.0,2.0
606,district A,cell_1,derby,1,1.0,1.0,6.0,pamella,2.0,1.0,33.0
607,district A,cell_1,derby,1,1.0,1.0,6.0,ernestine,3.0,1.0,2.0
608,district A,cell_2,america,1,1.0,1.0,3.0,rylan,3.0,0.0,3.0
609,district A,cell_2,america,1,1.0,1.0,3.0,america,1.0,1.0,33.0
610,district A,cell_2,america,1,1.0,1.0,3.0,reene,3.0,1.0,7.0
611,district A,cell_2,romey,1,1.0,1.0,7.0,walker,3.0,0.0,17.0
612,district A,cell_2,romey,1,1.0,1.0,7.0,anselm,3.0,0.0,14.0
613,district A,cell_2,romey,1,1.0,1.0,7.0,armand,3.0,0.0,12.0
614,district A,cell_2,romey,1,1.0,1.0,7.0,carlton,3.0,0.0,8.0
615,district A,cell_2,romey,1,1.0,1.0,7.0,colombain,3.0,0.0,5.0
616,district A,cell_2,romey,1,1.0,1.0,7.0,didier,3.0,0.0,1.0
617,district A,cell_2,romey,1,1.0,1.0,7.0,romey,1.0,1.0,41.0
618,district A,cell_1,perlie,1,1.0,1.0,5.0,norwood,5.0,0.0,4.0
619,district A,cell_1,perlie,1,1.0,1.0,5.0,perlie,1.0,1.0,78.0
620,district A,cell_1,perlie,1,1.0,1.0,5.0,rita,3.0,1.0,33.0
621,district A,cell_1,perlie,1,1.0,1.0,5.0,kimberlee,5.0,1.0,9.0
622,district A,cell_1,perlie,1,1.0,1.0,5.0,c_leste,5.0,1.0,5.0
623,district A,cell_2,jahzeel,1,1.0,1.0,8.0,jahzeel,1.0,0.0,34.0
624,district A,cell_2,jahzeel,1,1.0,1.0,8.0,lionel,3.0,0.0,3.0
625,district A,cell_2,jahzeel,1,1.0,1.0,8.0,milburn,4.0,0.0,11.0
626,district A,cell_2,jahzeel,1,1.0,1.0,8.0,irene,2.0,1.0,34.0
627,district A,cell_2,jahzeel,1,1.0,1.0,8.0,cherette,3.0,1.0,10.0
628,district A,cell_2,jahzeel,1,1.0,1.0,8.0,leanora,4.0,1.0,16.0
629,district A,cell_2,jahzeel,1,1.0,1.0,8.0,honor,4.0,1.0,14.0
630,district A,cell_2,jahzeel,1,1.0,1.0,8.0,cun_gonde,4.0,1.0,8.0
